bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
vidar_tank@980883f,vidar_tank,980883f,pass,21,21,21,2812,14,43,330,760,4238,0,0,9000,10000
vidar_mender@980883f,vidar_mender,980883f,pass,21,21,21,2812,18,43,349,712,3370,0,0,9000,10000
