bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
lattice@1e4eddf,lattice,1e4eddf,pass,21,21,21,2280,95,345,450,552,1251,0,0,9000,10000
skadi@1e4eddf,skadi,1e4eddf,pass,21,21,21,2812,25,48,503,1013,4261,0,0,9000,10000
