match_id,tournament_id,bot_id,bot_name,bot_commit,map,seed,guard_tle_ms,result,match_status,error,turns,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,max_round,timeouts,bot_exceptions,terminal_starts,close_threshold_us,limit_us,host,lsf_job,finished_at
0e11dc38f2b8a854,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,atoll,1,12,pass,ok,,9,29,12,13,17,23,48,2,0,0,1,9000,10000,n-62-29-16,29034084,2026-08-05T16:47:14+0200
5ee5b00bf315e992,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,aurora,1,12,pass,ok,,9,29,12,12,16,25,69,1,0,0,1,9000,10000,n-62-29-16,29034084,2026-08-05T16:47:15+0200
b7cb2126ba513b97,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,bridge,1,12,pass,ok,,9,16,12,12,12,22,46,1,0,0,1,9000,10000,n-62-29-16,29034084,2026-08-05T16:47:16+0200
6b0e33d7af9c6437,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,crossfire,1,12,pass,ok,,9,29,12,14,17,26,56,1,0,0,1,9000,10000,n-62-29-16,29034084,2026-08-05T16:47:17+0200
f4572b3dd6109312,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,duel,1,12,pass,ok,,9,29,10,11,14,20,45,0,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:38+0200
b1c9daeb23d48a7d,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,fjord,1,12,pass,ok,,9,29,10,10,14,20,49,0,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:40+0200
dd7e384c1619b8d9,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,hive,1,12,pass,ok,,9,29,10,12,15,22,45,2,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:41+0200
c26954f7f9ce6943,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,jackpot,1,12,pass,ok,,9,29,10,11,14,21,43,2,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:43+0200
0c384258a71d4488,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,longship,1,12,pass,ok,,9,29,10,11,14,22,44,2,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:44+0200
66362fbd86a03ede,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,pinch,1,12,pass,ok,,9,29,10,11,14,21,49,0,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:46+0200
cb533ed7c085e2af,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,quarry,1,12,pass,ok,,9,29,10,11,14,21,47,1,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:47+0200
8b6c98fa4102e1a6,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,runestone,1,12,pass,ok,,9,29,10,11,15,21,42,0,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:49+0200
37c2e6758912182e,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,showdown,1,12,pass,ok,,9,29,10,11,15,22,43,1,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:50+0200
a434b2e4cb6845fd,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,skerry,1,12,pass,ok,,9,29,10,11,14,21,43,2,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:51+0200
0c21c08d84f7800c,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,sprint,1,12,pass,ok,,9,29,10,11,14,21,43,2,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:53+0200
7eec0d72593d3967,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,strait,1,12,pass,ok,,9,29,10,11,14,22,43,2,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:54+0200
e24be202c8d34e3f,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,string,1,12,pass,ok,,9,16,10,11,11,21,59,0,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:55+0200
4ca85343dde0d53e,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,sweden,1,12,pass,ok,,9,29,10,10,14,21,47,0,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:56+0200
6f46067616f76eca,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,twins,1,12,pass,ok,,9,29,10,11,15,20,43,2,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:57+0200
5a335bb8bc93a33e,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,vase,1,12,pass,ok,,9,29,10,11,14,21,46,1,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:46:58+0200
133c8bc9ea2416e7,auto-b4dea73e5086,sharedglobals@045b5cc,sharedglobals,045b5cc,vault,1,12,pass,ok,,9,29,10,11,14,20,41,2,0,0,1,9000,10000,n-62-29-29,29034084,2026-08-05T16:47:00+0200
