bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
vidar_gseat@321e357,vidar_gseat,321e357,pass,21,21,21,2812,15,42,297,682,4100,0,0,9000,10000
