bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
tempest_oracle_ferry@7196487,tempest_oracle_ferry,7196487,pass,3,3,3,472,3920,0,0,9000,10000
