bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
fenrir2@6b39ebb,fenrir2,6b39ebb,pass,33,33,33,5318,23,50,73,1048,7467,0,0,9000,10000
jotunn@6b39ebb,jotunn,6b39ebb,pass,33,33,33,4751,18,55,518,924,3369,0,0,9000,10000
