match_id,tournament_id,bot_id,bot_name,bot_commit,map,seed,guard_tle_ms,result,match_status,error,turns,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,max_round,timeouts,bot_exceptions,terminal_starts,close_threshold_us,limit_us,host,lsf_job,finished_at
58f7d1f162eba97f,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,atoll,1,12,pass,ok,,27,118,29,47,903,1129,2972,17,0,0,0,9000,10000,n-62-31-23,29004393,2026-08-02T15:34:28+0200
c878d09842fc0d52,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,aurora,1,12,pass,ok,,27,147,30,42,531,1536,5592,24,0,0,0,9000,10000,n-62-31-23,29004393,2026-08-02T15:34:31+0200
55a56b372046d70e,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,bridge,1,12,pass,ok,,27,185,29,41,58,777,2315,14,0,0,0,9000,10000,n-62-31-23,29004393,2026-08-02T15:34:33+0200
2811ded6c3437f06,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,crossfire,1,12,pass,ok,,27,238,27,40,50,922,3044,5,0,0,0,9000,10000,n-62-31-23,29004393,2026-08-02T15:34:36+0200
228cd0b4459b2cbf,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,duel,1,12,pass,ok,,27,217,28,41,56,850,3385,7,0,0,0,9000,10000,n-62-31-23,29004393,2026-08-02T15:34:38+0200
8bab27b9a387ef18,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,fjord,1,12,pass,ok,,27,209,27,40,52,990,3947,16,0,0,0,9000,10000,n-62-31-23,29004393,2026-08-02T15:34:41+0200
9c79c1cbc95dd8fc,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,hive,1,12,pass,ok,,27,105,21,90,768,1038,3042,26,0,0,0,9000,10000,n-62-11-60,29004393,2026-08-02T15:33:29+0200
121051f0b242a0bc,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,jackpot,1,12,pass,ok,,27,164,14,22,44,573,1805,16,0,0,0,9000,10000,n-62-11-60,29004393,2026-08-02T15:33:32+0200
40f68e4dea1cfa1c,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,longship,1,12,pass,ok,,27,187,12,22,34,867,3095,19,0,0,0,9000,10000,n-62-11-60,29004393,2026-08-02T15:33:34+0200
22a733badfa44a73,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,pinch,1,12,pass,ok,,27,133,14,25,508,726,2339,13,0,0,0,9000,10000,n-62-11-60,29004393,2026-08-02T15:33:36+0200
bcad45e18b209f96,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,quarry,1,12,pass,ok,,27,118,18,27,710,1082,3038,22,0,0,0,9000,10000,n-62-11-60,29004393,2026-08-02T15:33:38+0200
4610763c7f00594b,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,runestone,1,12,pass,ok,,26,223,12,21,29,517,3152,14,0,0,0,9000,10000,n-62-11-60,29004393,2026-08-02T15:33:40+0200
c2fff3331586e0bb,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,showdown,1,12,pass,ok,,22,136,13,19,42,769,2392,8,0,0,0,9000,10000,n-62-11-60,29004393,2026-08-02T15:33:42+0200
139a9268e8c28575,auto-66018bc1277c,prospect@bf9b3e3,prospect,bf9b3e3,skerry,1,12,pass,ok,,27,117,16,33,665,860,3024,25,0,0,0,9000,10000,n-62-11-60,29004393,2026-08-02T15:33:43+0200
