bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
vidar_h10@cd237d9,vidar_h10,cd237d9,pass,21,21,21,2812,0,50,391,843,4391,0,0,9000,10000
vidar_h25@cd237d9,vidar_h25,cd237d9,pass,21,21,21,2812,12,48,363,872,4725,0,0,9000,10000
