match_id,tournament_id,bot_a,bot_a_name,bot_a_commit,bot_b,bot_b_name,bot_b_commit,map,map_set,seed,tle,winner,score_a,win_condition,turns,resign_message,a_titanium,a_titanium_collected,a_units,a_buildings,b_titanium,b_titanium_collected,b_units,b_buildings,status,error,duration_s,host,lsf_job,finished_at
0d90a2bed4261bba,smoke,undertow@9713344,undertow,9713344,turtle@9713344,turtle,9713344,quarry,screen,1,0,a,1.0,core_destroyed,71,,179,370,10,32,79,170,3,20,ok,,3.453,n-62-31-15,28998582,2026-08-01T14:33:07+0200
0da3ae935679deb6,smoke,vanguard@9713344,vanguard,9713344,undertow@9713344,undertow,9713344,pinch,screen,1,0,a,1.0,core_destroyed,41,,69,190,11,14,79,170,9,16,ok,,3.855,n-62-21-97,28998582,2026-08-01T14:33:07+0200
10869f0f22d0acef,smoke,undertow@9713344,undertow,9713344,turtle@9713344,turtle,9713344,duel,screen,1,0,a,1.0,core_destroyed,45,,41,270,12,23,95,50,6,7,ok,,3.408,n-62-31-20,28998582,2026-08-01T14:33:06+0200
143412f9ac0765bb,smoke,undertow@9713344,undertow,9713344,turtle@9713344,turtle,9713344,pinch,screen,1,0,a,1.0,core_destroyed,61,,88,400,11,35,69,340,5,26,ok,,4.188,n-62-31-18,28998582,2026-08-01T14:33:07+0200
148e1e6ae961545e,smoke,vanguard@9713344,vanguard,9713344,turtle@9713344,turtle,9713344,aurora,screen,1,0,a,1.0,core_destroyed,106,,270,850,14,30,88,240,4,12,ok,,5.629,n-62-29-19,28998582,2026-08-01T14:33:08+0200
1a29a7e65a53c03b,smoke,turtle@9713344,turtle,9713344,vanguard@9713344,vanguard,9713344,pinch,screen,1,0,b,0.0,core_destroyed,57,,86,210,7,17,62,370,9,35,ok,,3.274,n-62-29-29,28998582,2026-08-01T14:33:06+0200
273fe3481d2f5bfc,smoke,vanguard@9713344,vanguard,9713344,undertow@9713344,undertow,9713344,quarry,screen,1,0,b,0.0,core_destroyed,60,,135,250,10,19,123,300,11,24,ok,,4.302,n-62-21-103,28998582,2026-08-01T14:33:07+0200
2b51f277f5608b84,smoke,undertow@9713344,undertow,9713344,turtle@9713344,turtle,9713344,twins,screen,1,0,a,1.0,core_destroyed,95,,208,750,13,34,314,740,1,31,ok,,3.899,n-62-11-54,28998582,2026-08-01T14:33:07+0200
347119767c27bd74,smoke,vanguard@9713344,vanguard,9713344,turtle@9713344,turtle,9713344,pinch,screen,1,0,a,1.0,core_destroyed,73,,194,530,12,34,664,420,5,22,ok,,3.667,n-62-29-24,28998582,2026-08-01T14:33:06+0200
3ee2f522707962f7,smoke,turtle@9713344,turtle,9713344,undertow@9713344,undertow,9713344,twins,screen,1,0,b,0.0,core_destroyed,96,,134,210,3,12,234,810,13,41,ok,,3.99,n-62-11-58,28998582,2026-08-01T14:33:07+0200
47472ccd895e404d,smoke,undertow@9713344,undertow,9713344,turtle@9713344,turtle,9713344,aurora,screen,1,0,a,1.0,core_destroyed,88,,129,700,12,42,116,190,2,11,ok,,5.0,n-62-30-24,28998582,2026-08-01T14:33:08+0200
4f9219e3f9d74f0c,smoke,turtle@9713344,turtle,9713344,undertow@9713344,undertow,9713344,aurora,screen,1,0,b,0.0,core_destroyed,83,,60,240,9,24,98,510,11,36,ok,,4.812,n-62-31-19,28998582,2026-08-01T14:33:08+0200
5fafc0e87e8df606,smoke,undertow@9713344,undertow,9713344,vanguard@9713344,vanguard,9713344,atoll,screen,1,0,b,0.0,core_destroyed,76,,135,310,11,11,90,510,12,26,ok,,5.105,n-62-31-5,28998582,2026-08-01T14:33:08+0200
621da7e444f367e0,smoke,vanguard@9713344,vanguard,9713344,undertow@9713344,undertow,9713344,duel,screen,1,0,b,0.0,core_destroyed,63,,95,500,8,14,185,290,12,9,ok,,5.002,n-62-31-11,28998582,2026-08-01T14:33:09+0200
85dab605b16e93bc,smoke,turtle@9713344,turtle,9713344,undertow@9713344,undertow,9713344,duel,screen,1,0,b,0.0,core_destroyed,74,,68,250,10,10,264,540,12,20,ok,,4.248,n-62-31-16,28998582,2026-08-01T14:33:07+0200
86158a92b8a6d51d,smoke,undertow@9713344,undertow,9713344,vanguard@9713344,vanguard,9713344,twins,screen,1,0,b,0.0,core_destroyed,95,,122,670,11,29,39,630,17,21,ok,,5.727,n-62-29-11,28998582,2026-08-01T14:33:08+0200
873dd94f439db9d2,smoke,vanguard@9713344,vanguard,9713344,turtle@9713344,turtle,9713344,twins,screen,1,0,a,1.0,core_destroyed,207,,219,1610,19,34,1460,1830,3,32,ok,,7.907,n-62-29-23,28998582,2026-08-01T14:33:11+0200
8badb942732558b2,smoke,turtle@9713344,turtle,9713344,vanguard@9713344,vanguard,9713344,quarry,screen,1,0,b,0.0,core_destroyed,163,,647,630,11,13,94,1210,15,37,ok,,8.017,n-62-29-16,28998582,2026-08-01T14:33:11+0200
8f9b245ef351f71d,smoke,vanguard@9713344,vanguard,9713344,undertow@9713344,undertow,9713344,twins,screen,1,0,b,0.0,core_destroyed,167,,93,1200,19,27,1078,1440,14,34,ok,,8.792,n-62-29-10,28998582,2026-08-01T14:33:12+0200
9138f97db495d1e7,smoke,vanguard@9713344,vanguard,9713344,turtle@9713344,turtle,9713344,atoll,screen,1,0,a,1.0,core_destroyed,111,,317,720,13,16,49,50,8,9,ok,,4.95,n-62-29-12,28998582,2026-08-01T14:33:08+0200
9423c102f5adfa48,smoke,turtle@9713344,turtle,9713344,undertow@9713344,undertow,9713344,pinch,screen,1,0,b,0.0,core_destroyed,52,,124,180,4,20,122,330,8,34,ok,,3.343,n-62-31-7,28998582,2026-08-01T14:33:06+0200
94c660880a60198c,smoke,undertow@9713344,undertow,9713344,vanguard@9713344,vanguard,9713344,duel,screen,1,0,b,0.0,core_destroyed,84,,163,470,11,12,180,630,16,17,ok,,5.149,n-62-21-104,28998582,2026-08-01T14:33:08+0200
9674b5b91146813a,smoke,turtle@9713344,turtle,9713344,vanguard@9713344,vanguard,9713344,aurora,screen,1,0,b,0.0,core_destroyed,92,,58,330,6,32,81,590,13,23,ok,,5.477,n-62-29-20,28998582,2026-08-01T14:33:09+0200
9a849b2b209c854d,smoke,vanguard@9713344,vanguard,9713344,undertow@9713344,undertow,9713344,aurora,screen,1,0,b,0.0,core_destroyed,73,,93,520,10,26,258,440,9,25,ok,,4.722,n-62-11-61,28998582,2026-08-01T14:33:07+0200
a79d21d3de79e226,smoke,turtle@9713344,turtle,9713344,undertow@9713344,undertow,9713344,atoll,screen,1,0,b,0.0,core_destroyed,63,,95,140,4,13,70,410,11,31,ok,,3.656,n-62-30-23,28998582,2026-08-01T14:33:06+0200
b549cbc1b158db1f,smoke,vanguard@9713344,vanguard,9713344,turtle@9713344,turtle,9713344,duel,screen,1,0,a,1.0,core_destroyed,54,,140,390,8,21,84,0,9,5,ok,,3.329,n-62-29-21,28998582,2026-08-01T14:33:06+0200
be6a91411bd76146,smoke,undertow@9713344,undertow,9713344,vanguard@9713344,vanguard,9713344,pinch,screen,1,0,b,0.0,core_destroyed,51,,1,100,15,10,114,250,11,17,ok,,4.302,n-62-21-98,28998582,2026-08-01T14:33:07+0200
c665b87544e0cf7a,smoke,turtle@9713344,turtle,9713344,vanguard@9713344,vanguard,9713344,twins,screen,1,0,b,0.0,core_destroyed,96,,167,120,10,11,151,650,13,23,ok,,5.707,n-62-29-32,28998582,2026-08-01T14:33:09+0200
d623b5f55548a711,smoke,turtle@9713344,turtle,9713344,vanguard@9713344,vanguard,9713344,atoll,screen,1,0,b,0.0,core_destroyed,71,,107,220,10,11,194,530,10,24,ok,,3.865,n-62-29-15,28998582,2026-08-01T14:33:07+0200
