bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
vidar_r1@c8b850e,vidar_r1,c8b850e,pass,21,21,21,2812,26,64,548,1181,4953,0,0,9000,10000
vidar_r2@c8b850e,vidar_r2,c8b850e,pass,21,21,21,2812,25,56,512,1160,5352,0,0,9000,10000
vidar_r3@c8b850e,vidar_r3,c8b850e,pass,21,21,21,2812,25,42,438,918,4442,0,0,9000,10000
