match_id,tournament_id,bot_id,bot_name,bot_commit,map,seed,guard_tle_ms,result,match_status,error,turns,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,max_round,timeouts,bot_exceptions,terminal_starts,close_threshold_us,limit_us,host,lsf_job,finished_at
4d1ed89d05e3b7a4,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,atoll,1,12,pass,ok,,27,228,21,60,740,2864,3456,6,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:48:54+0200
c7472d6fdca51cf9,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,aurora,1,12,pass,ok,,27,228,15,43,570,1459,4004,8,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:48:57+0200
08cbe7bafb71983a,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,bridge,1,12,pass,ok,,27,231,22,60,408,761,1841,12,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:48:59+0200
1d356ada96fcf8ca,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,crossfire,1,12,pass,ok,,27,233,12,47,701,2507,3317,8,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:49:02+0200
1bac556d63e6f5e9,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,duel,1,12,pass,ok,,27,231,21,58,766,2218,3028,4,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:49:05+0200
8d6532a28c983af7,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,fjord,1,12,pass,ok,,25,228,22,51,338,1321,3472,14,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:49:07+0200
015d0419c85cc31e,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,hive,1,12,pass,ok,,27,223,19,51,644,1715,3983,9,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:49:10+0200
0861849bc1d2ead7,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,jackpot,1,12,pass,ok,,27,235,17,51,482,1014,2093,24,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:49:12+0200
ff9cd69a50480ac3,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,longship,1,12,pass,ok,,27,223,18,50,718,1621,3660,21,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:49:14+0200
9997f7c8d1340274,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,pinch,1,12,pass,ok,,21,182,19,44,334,2291,2963,12,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:49:17+0200
77877fc2c607e187,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,quarry,1,12,pass,ok,,27,241,16,44,572,1522,3797,11,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:49:19+0200
3bd951b39c7e6f5b,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,runestone,1,12,pass,ok,,27,247,20,51,382,1291,3914,21,0,0,0,9000,10000,n-62-31-24,29004097,2026-08-02T12:49:22+0200
d1ea49fdd5191d1c,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,showdown,1,12,pass,ok,,19,158,8,24,209,1780,2354,3,0,0,0,9000,10000,n-62-11-53,29004097,2026-08-02T12:47:51+0200
87ec2a8beb17a522,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,skerry,1,12,pass,ok,,27,240,7,25,223,1311,2666,7,0,0,0,9000,10000,n-62-11-53,29004097,2026-08-02T12:47:53+0200
261bfc7d3482752b,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,sprint,1,12,pass,ok,,26,214,9,30,382,1448,1818,3,0,0,0,9000,10000,n-62-11-53,29004097,2026-08-02T12:47:55+0200
d7b2184688113fdc,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,strait,1,12,pass,ok,,27,233,8,28,283,690,2801,9,0,0,0,9000,10000,n-62-11-53,29004097,2026-08-02T12:47:58+0200
3c9aeba3c1973b17,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,string,1,12,pass,ok,,27,219,7,26,240,419,1123,19,0,0,0,9000,10000,n-62-11-53,29004097,2026-08-02T12:48:00+0200
3f76267008665870,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,sweden,1,12,pass,ok,,27,208,19,38,295,533,1827,6,0,0,0,9000,10000,n-62-11-53,29004097,2026-08-02T12:48:01+0200
181da9adffd48fb9,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,twins,1,12,pass,ok,,27,230,9,33,730,2145,2746,4,0,0,0,9000,10000,n-62-11-53,29004097,2026-08-02T12:48:04+0200
4a79822decb0acf9,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,vase,1,12,pass,ok,,27,222,9,30,315,889,1326,8,0,0,0,9000,10000,n-62-11-53,29004097,2026-08-02T12:48:06+0200
a296d26b0333fc0f,auto-10d581bed771,tempest_reinforcements@65ddc55,tempest_reinforcements,65ddc55,vault,1,12,pass,ok,,27,214,10,33,391,2290,2980,26,0,0,0,9000,10000,n-62-11-53,29004097,2026-08-02T12:48:08+0200
