bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
bifrost@c70c467,bifrost,c70c467,pass,33,33,33,6130,19,51,116,1170,7736,0,0,9000,10000
