bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
bastion@840a180,bastion,840a180,pending,21,0,0,0,,,,,,0,0,9000,10000
heimdall@840a180,heimdall,840a180,pending,21,0,0,0,,,,,,0,0,9000,10000
pantheon_replica_day3@840a180,pantheon_replica_day3,840a180,pending,21,0,0,0,,,,,,0,0,9000,10000
