bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
byggvir@5bf798e,byggvir,5bf798e,pass,33,33,33,4864,14,38,573,1411,7004,0,0,9000,10000
syn@5bf798e,syn,5bf798e,pass,33,33,33,5772,14,59,502,1266,7181,0,0,9000,10000
