bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
heimdall@daf0de0,heimdall,daf0de0,pending,21,7,7,1049,22,40,98,1065,4594,0,0,9000,10000
pantheon_clone@daf0de0,pantheon_clone,daf0de0,pending,21,12,12,1999,10,20,69,303,719,0,0,9000,10000
