bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
vidar@a8b3d07,vidar,a8b3d07,pass,21,21,21,3073,0,53,353,862,6295,0,0,9000,10000
vidar_econwar@a8b3d07,vidar_econwar,a8b3d07,pass,21,21,21,2954,23,55,414,770,5714,0,0,9000,10000
