bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
skadi@821d792,skadi,821d792,pass,21,21,21,2760,39,63,727,1299,6336,0,0,9000,10000
steward_hardened_reinforced@deba9ec,steward_hardened_reinforced,deba9ec,exceeded,21,21,21,3869,15,45,119,1983,>12000,19,0,9000,10000
