match_id,tournament_id,bot_a,bot_a_name,bot_a_commit,bot_b,bot_b_name,bot_b_commit,map,map_set,seed,tle,kind,winner,score_a,win_condition,turns,resign_message,a_titanium,a_titanium_collected,a_units,a_buildings,b_titanium,b_titanium_collected,b_units,b_buildings,status,error,duration_s,host,lsf_job,finished_at
00038ca21e33456a,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,vanguard@259c188,vanguard,259c188,quarry,official,1,0,rating,a,1.0,core_destroyed,51,,42,210,13,14,59,220,13,21,ok,,5.546,n-62-21-98,29000506,2026-08-01T18:46:41+0200
0022f90c2e95c2e0,jon-vanguard-818f3b4,nemesis@9713344,nemesis,9713344,vanguard@818f3b4,vanguard,818f3b4,aurora,official,1,0,rating,b,0.0,core_destroyed,56,,78,110,6,16,122,240,14,9,ok,,9.529,n-62-12-65,29000506,2026-08-01T18:47:37+0200
006040f8a5c7e4cd,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,uw_v1@9713344,uw_v1,9713344,pinch,official,1,0,rating,a,1.0,titanium_collected,1000,,8941,7380,16,24,9653,7320,7,25,ok,,22.961,n-62-21-4,29000506,2026-08-01T18:47:04+0200
00776214e2902151,jon-vanguard-818f3b4,uw_v1@9713344,uw_v1,9713344,vanguard@818f3b4,vanguard,818f3b4,skerry,official,1,0,rating,b,0.0,core_destroyed,46,,103,0,6,3,150,210,8,6,ok,,3.7,n-62-21-4,29000506,2026-08-01T18:48:05+0200
007ab4d74d2c075b,jon-vanguard-818f3b4,undertow@da3fd8a,undertow,da3fd8a,vanguard@818f3b4,vanguard,818f3b4,pinch,official,1,0,rating,b,0.0,core_destroyed,42,,18,50,10,10,69,240,11,16,ok,,4.489,n-62-29-12,29000506,2026-08-01T18:47:13+0200
0099c036189a9ce2,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,jonbot@9713344,jonbot,9713344,twins,official,1,0,rating,a,1.0,core_destroyed,42,,60,210,13,17,289,0,4,0,ok,,4.077,n-62-21-71,29000506,2026-08-01T18:45:58+0200
00f2d8ecf3327429,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,vanguard@17ad456,vanguard,17ad456,vase,official,1,0,rating,a,1.0,titanium_collected,1000,,4520,2450,15,7,4377,2430,15,9,ok,,28.7,n-62-31-11,29000506,2026-08-01T18:46:28+0200
0148ebba16c4c163,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,vg_v2@9713344,vg_v2,9713344,pinch,official,1,0,rating,a,1.0,core_destroyed,74,,60,430,15,24,83,320,5,14,ok,,5.114,n-62-12-67,29000506,2026-08-01T18:46:18+0200
014d2c54d4b40c57,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,luc_1@604349b,luc_1,604349b,quarry,official,1,0,rating,a,1.0,core_destroyed,50,,71,250,13,19,144,0,11,0,ok,,6.704,n-62-21-94,29000506,2026-08-01T18:47:30+0200
0163c5937fd31fb1,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,vg_v1@9713344,vg_v1,9713344,showdown,official,1,0,rating,a,1.0,core_destroyed,52,,117,0,9,1,118,0,3,13,ok,,3.812,n-62-21-62,29000506,2026-08-01T18:46:13+0200
01765e1c13f4abed,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,tempest_fast@eb1f0f3,tempest_fast,eb1f0f3,bridge,official,1,0,rating,b,0.0,core_destroyed,53,,19,140,12,14,155,0,7,7,ok,,3.9,n-62-30-24,29000506,2026-08-01T18:46:53+0200
0177be5925de5682,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,v233_f@9713344,v233_f,9713344,quarry,official,1,0,rating,b,0.0,core_destroyed,52,,66,250,14,15,79,240,11,17,ok,,5.195,n-62-29-25,29000506,2026-08-01T18:45:59+0200
018f461c103346e2,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,tempest@da3fd8a,tempest,da3fd8a,atoll,official,1,0,rating,b,0.0,core_destroyed,32,,70,120,9,6,78,70,10,6,ok,,5.233,n-62-31-16,29000506,2026-08-01T18:46:36+0200
01b09d312117fbfc,jon-vanguard-818f3b4,baiter@9713344,baiter,9713344,vanguard@818f3b4,vanguard,818f3b4,crossfire,official,1,0,rating,b,0.0,core_destroyed,57,,91,40,6,6,70,260,14,7,ok,,4.649,n-62-21-57,29000506,2026-08-01T18:47:25+0200
01b5e5aa7e07ffe8,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,nemesis@9713344,nemesis,9713344,quarry,official,1,0,rating,a,1.0,core_destroyed,59,,108,310,9,22,49,20,8,18,ok,,4.168,n-62-12-64,29000506,2026-08-01T18:46:23+0200
01e5420a56e8291a,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,vg_v6@9713344,vg_v6,9713344,sprint,official,1,0,rating,a,1.0,core_destroyed,35,,70,100,9,11,57,20,5,6,ok,,3.952,n-62-21-51,29000506,2026-08-01T18:45:48+0200
01e741fcfc721d67,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,vg_v6@9713344,vg_v6,9713344,skerry,official,1,0,rating,a,1.0,core_destroyed,55,,214,250,10,6,84,0,7,5,ok,,3.987,n-62-21-50,29000506,2026-08-01T18:47:39+0200
0211457f172241d7,jon-vanguard-818f3b4,baiter@9713344,baiter,9713344,vanguard@818f3b4,vanguard,818f3b4,quarry,official,1,0,rating,b,0.0,core_destroyed,52,,80,60,8,11,80,260,9,14,ok,,5.149,n-62-21-54,29000506,2026-08-01T18:46:52+0200
022a0323cf280a12,jon-vanguard-818f3b4,v233_g@9713344,v233_g,9713344,vanguard@818f3b4,vanguard,818f3b4,duel,official,1,0,rating,b,0.0,core_destroyed,37,,119,150,4,11,60,160,12,6,ok,,3.869,n-62-29-10,29000506,2026-08-01T18:46:33+0200
02880a8a6611af8f,jon-vanguard-818f3b4,vanguard@818f3b4,vanguard,818f3b4,mistral@ba943b9,mistral,ba943b9,showdown,official,1,0,rating,b,0.0,core_destroyed,18,,73,0,4,0,28,0,11,1,ok,,3.35,n-62-31-15,29000506,2026-08-01T18:47:40+0200
02a0091890b693cf,jon-vanguard-818f3b4,vanguard@259c188,vanguard,259c188,vanguard@818f3b4,vanguard,818f3b4,atoll,official,1,0,rating,b,0.0,core_destroyed,39,,123,160,10,6,60,160,14,7,ok,,5.111,n-62-21-97,29000506,2026-08-01T18:47:04+0200
