bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
skadi@aad5f44,skadi,aad5f44,pass,21,21,21,2760,22,40,449,898,4284,0,0,9000,10000
spar_econ@aad5f44,spar_econ,aad5f44,pass,21,21,21,2646,16,38,488,713,3692,0,0,9000,10000
