bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
bragi@db77268,bragi,db77268,pass,33,33,33,5577,19,51,134,1482,7711,0,0,9000,10000
saga@db77268,saga,db77268,pass,33,33,33,5750,13,56,443,1600,7835,0,0,9000,10000
