bot_id,bot_name,bot_commit,status,matches_planned,matches_completed,matches_reported,samples,min_turn_us,p25_turn_us,p50_turn_us,p75_turn_us,max_turn_us,timeouts,bot_exceptions,close_threshold_us,limit_us
vidar_r36@fbde147,vidar_r36,fbde147,pass,21,21,21,2812,15,48,370,813,4462,0,0,9000,10000
vidar_chase2@fbde147,vidar_chase2,fbde147,pass,21,21,21,2787,19,49,385,820,4225,0,0,9000,10000
vidar_net4@fbde147,vidar_net4,fbde147,pass,21,21,21,2812,12,43,301,738,3603,0,0,9000,10000
